"V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
0.9850182,1.0038346,1,0.72153175,0.998727,1,1.221177,1.004461,0.9980963,0.9968045,1.0031924,1.0055312,0.99809754
0.8703084,0.9956698,0.96046007,1.1675867,0.9704072,0.97698045,1,0.9560188,1.0531657,1.1705004,1.0199418,1.0411674,1.013553
0.8513033,0.8964452,1.2023008,0.99443656,1.0047624,1,0.8984293,1.0142895,1.1877232,0.99443656,1.0262944,1.0932107,0.7046584
0.9039966,0.98186606,1.0506815,1.0295649,0.9952244,1.0072162,0.99546987,1.0440596,1.1218224,0.96978134,0.9271086,1,1.0745193
5.2267647,1.000839,0.987398,1,0.5345736,0.9982228,1.5158849,1.1571547,1.341319,0.92199,0.6267256,0.95187664,1.0100378
1.5280925,0.7939882,0.6817684,0.8022531,1.0546144,1.27811,0.9392775,0.6951264,0.7375527,0.99999994,1.1553138,1.017414,1.0530691
0.96122384,1.0559132,0.9643977,1,0.97991043,1,1.0372645,1.0806421,0.9937497,0.9937497,1.0481995,1.0046031,0.9626205
0.9515122,0.6873752,0.746296,1.026937,1.0430635,0.99999994,0.98818547,0.89914405,0.97802633,1.1056854,1.0045718,1.0113021,1.1419473
0.9802348,1.024974,0.97849214,1.0285839,0.99816555,0.99638295,1.024974,1.0447389,0.9946403,0.9713259,1.1055325,1.0160768,1
0.825539,0.91007566,1.090481,0.9815237,1.046022,1.0047902,0.98845184,1.047848,0.9988458,1,1.0921693,1.0912834,0.77323234
0.9558293,1,0.66816837,1,0.9962884,1.0119581,1.0447738,1.0985614,0.9962884,0.99178666,1.000745,1,0.99925804
1.0628502,1.2238696,1.1110818,1.0591257,0.79647565,0.8327461,1.238307,1.1462272,0.87180877,0.81432503,0.72338563,0.72871584,1
0.9886294,1.0132391,0.9886327,1.0038152,0.9924717,1,1.0189562,1.0398326,0.9980983,0.98667204,1.0075713,1.0056595,1
0.9476754,1.0886726,1,1.0596353,1,0.9986272,1.0567333,1.175917,0.9840102,0.97682446,1.0741216,1.0159801,0.9971513
2.281517,3.5818093,0.8825143,1.0101461,0.8420639,1,0.6319474,1,1,1.112913,0.9463078,1.1214039,0.87081873
0.84666634,1.0799062,0.9730254,1.0510422,0.9788463,1,1.026436,1.1062942,0.9659526,0.9959052,1.0693269,1.0005941,1
0.969455,0.8945173,1.0774047,0.8923408,0.9767572,0.99999994,1.0202731,1.0291811,0.95570976,1.0071145,1.0167524,1.123348,0.9502178
0.8778787,1.1339574,0.99049616,1.0690866,0.9809931,0.93159074,0.99049616,1.3077857,1.2262062,1.1237448,1.01845,0.99999994,0.8381313
0.9458685,0.98075277,1.0057197,1.0279417,1.0245091,0.93131,1,0.99649924,1.0916795,0.9945225,0.9481165,1.0646564,1.2539628
0.9699258,1.0258031,1,1.0193835,0.98929,1.148339,0.99569595,1.0301495,0.96335256,0.9935816,1.0623133,1.0107853,0.9999726
1.0224915,1.2671452,0.9900804,1.0792106,0.99995023,0.98853356,1,1.012161,1,0.8922286,0.9887435,0.9177077,1
1.1198981,0.84138465,1.2463243,0.82005423,1.0162486,1.0472642,1.1021864,0.7314478,1,1.0882827,0.7911553,0.7245788,0.90843374
0.9853658,1.0210553,1.0129175,1.343533,0.9972833,1,1.012852,0.6420796,1.0779439,0.99814457,1.0165151,1,0.84606373
1.0864367,1.0906007,0.94734347,1.0147908,0.952887,1.2213613,1.0379936,1,0.990892,0.73703545,0.99930006,1.221632,0.99788827
1.0741442,0.98333305,1.1136117,1,0.74240184,0.91218144,0.9831232,1.1658772,1.0558803,1.1283892,0.9796531,0.70961237,1.2999382
0.94535726,1.0293615,1.0347801,0.99999994,1.005713,1.0627238,0.9890621,0.9731303,1.005713,0.9761519,0.9456991,0.9710527,1.0262865
0.99999994,0.882141,0.56468105,1.0092108,1.004178,1.0365772,0.7182014,0.99999994,0.99999994,0.9758277,1.3567274,1.3086643,2.0674086
1.0227286,0.85411596,0.84627986,0.81141865,1.0227286,1.1308306,1,0.9702183,1.0421417,1.1440642,0.9856434,0.98426366,2.0216908
0.9594224,1.0616992,0.9843893,1.0347208,0.9941382,0.99999994,1.0250477,1.1080769,0.96332407,0.9845424,1.0500724,1.0134661,0.9998825
1.1222923,1.0474055,0.9899039,1.0673882,0.9611727,0.9318724,1.0152441,0.99974465,1.0785617,1.0184276,1,0.94130594,0.9971279
1.2568134,0.76836556,0.27694774,0.56088,1.6867731,2.008355,1.0157619,0.8225196,0.2540898,0.7827186,1.5373682,1.7629616,1
0.9458258,1.0677878,0.99157804,1.0457731,0.9915641,1,1.0322353,1.0947216,0.9864641,0.9864641,1.0575083,1.0287846,0.9915641
1.0000634,0.88198256,1,1,0.9998044,1,1.0669762,1,0.99915814,1,1.0834728,1.1674552,0.9998044
0.9260851,0.8356763,0.82149845,0.9555933,1.2553678,1.1971326,1.0590254,1,0.7949041,1.046027,1.2900679,1.4750646,0.86081487
0.9659574,1.0702062,0.99664164,1.0274423,0.9922556,1,1.0296396,1.1239115,0.9823929,0.9867836,1.0307045,1.0141876,0.994524
1.013926,1,1,0.99657154,1.0406495,0.99303716,1,0.99358433,1.1058578,1,0.98884755,1,0.99211895
0.9822862,1.0020573,0.9968727,0.8935984,0.99583846,0.99999994,1.0166283,1.0249921,0.99578285,2.4315853,1.0166638,1.0061953,0.99791104
1.3339847,1.0335978,0.9911531,1.0123903,0.98765266,0.9964517,1.0141255,1.0336528,0.9771172,0.93098074,1.0177017,1,0.9911526
0.962224,1.0130317,0.998735,1,1.2008778,1.163008,1,1.0507972,0.99609315,0.8213585,1.0104207,1.0078574,0.9974273
0.97616684,1.04459,0.9912285,1.0065126,0.99031824,1.0010773,1.0185046,1.3672334,0.99888885,0.99242604,1.2772684,0.99999994,0.9923811
0.94810873,1.107761,0.99720234,1.0182489,0.992939,0.99999994,1.0531703,1.1890906,0.98316485,0.9873936,1.0181936,1.0083079,0.99720234
0.7897158,1.0403801,0.88782716,1.0285766,0.90112156,1,1.0584236,1.2692156,0.9791383,0.99376255,1.0375792,1.012539,0.9972322
0.8951975,1.0231643,0.9262636,1.0050737,0.9985582,0.9989122,1,1.038333,0.9879924,1.1496184,1.4072255,1.0434483,1
0.943948,1.1377307,0.89842325,1,1,0.94219303,1.0607625,1.0445883,1.0760653,1.0068957,1,1.0237342,0.89842325
0.928203,1.1125915,0.964735,1.0111803,0.9718022,0.9718292,1.0098077,1.0746155,0.96897817,0.95346636,1.0252794,1.0028064,1
0.97294927,1.1203822,0.9738032,1.0204151,0.9966975,1,1.0261921,1.0532621,0.99756926,0.99833655,1.0073874,1.0827396,0.99589574
1.0043226,0.7433219,0.5129318,0.6781325,0.99556494,1.2380493,0.99999994,0.7428851,0.5630135,1.0041591,1.2510626,1.2116851,1.27504
0.8718312,1.0854198,0.94774145,1.0987736,0.9976792,1,1.0957378,1.0585446,0.9889009,0.9874016,1.2578942,1.0237387,0.94774145
0.7447029,1.1687626,0.68992573,1.1305361,0.9324705,1,1.0231436,1.3290652,0.9277933,0.9649199,1.0805706,1.0067877,0.920246
1.0108,1,0.99956876,1.0028037,0.9995789,1,1,1.0053811,0.99892133,0.9987131,1.011607,1.0008639,0.61409736
1.8288819,0.7853808,1,1,0.7523929,1.22006,1.2422898,1.331527,1.5212932,0.73129195,0.6348139,0.9329138,0.81861997
0.8423193,1.1668576,1,0.642463,0.5228473,0.9133154,1,1.0762607,1.2015151,0.9976445,1.0065402,1.1108059,1.345478
1.3304007,1.0038525,1.8646408,1.0009546,1,0.99951375,0.9220303,1.0048153,1.9543474,0.9865303,0.86991537,1,0.84870833
1.1686859,0.9840537,1.0234343,1.0769087,1.0358303,0.9462064,1,0.7247757,0.92326695,1,0.9644545,1,1.0275749
0.76113594,0.8305272,1.0479096,0.6735919,1,1.150289,1.0765445,0.9612055,0.97949916,0.9222557,1.1873517,1.036458,1.0195721
1.3837246,0.9481901,0.834806,1.0386873,1.2962942,1.1779785,1,0.98049355,0.99874514,0.9942757,1.0900246,1.0301684,0.9904177
1,1.0199567,0.7948148,0.9185899,0.9274285,0.9755839,1.0134704,1.1026683,1.0333487,0.916591,1.0912108,1.1878983,1
0.93712014,1.0382437,0.96032363,1.0028399,0.9933039,1,1.0273646,1.0546685,0.99036556,0.98778725,1.0465178,1.0247195,0.92749095
0.9015791,0.96404517,1.1020771,0.8003238,0.99966204,1.0599425,1.1408828,1.000162,1.2309197,0.94150376,1,1.1618066,0.9118367
1,1.2742465,1.0342715,1.4245769,1.0579333,0.79534256,0.7431427,0.9960066,1.0403292,1.0108097,0.8543287,0.8618699,0.8127722
0.8654815,0.9972076,1.060488,1.0040445,0.9439282,0.8711949,0.9900994,1.1890734,1.0230931,1.039032,1.0116541,1,0.9729467
0.8604187,1.0181277,0.8109023,1.0312577,0.99957013,1,1.0114079,1.0676591,0.98928654,0.9989962,1.0054144,1.2586021,0.99957013
0.40734628,0.52495664,1.8007927,1.3445598,1.1559145,0.99999994,0.50769955,0.8143826,1.5441414,1.4236693,1.0652759,0.9838668,0.5225774
2.717848,1.1300552,0.9986578,0.7502779,1.482343,0.99999994,1.0002561,0.5564721,0.388154,1.516328,1.2097787,0.3883236,0.27103254
0.9214795,0.9468467,0.9322349,1.1350176,1.0930146,0.9755694,1.0056812,0.9632656,1,1.0242627,1.0579156,1.131414,0.60288954
1.0111102,0.9867587,1.1574926,1.0448599,0.91682154,0.9790449,1,1.057261,1.1486087,0.93853194,0.99254936,1.0043436,0.82714117
1.0247376,1.058819,0.9948012,1.0185173,1.0636233,1.0600799,0.9350681,0.9694686,1.0237621,0.9948012,0.918032,1,0.97475725
1.3127495,1.076013,0.96120685,1.031934,0.9966693,1,1.0997189,1,0.9261488,0.9432411,0.96723825,0.8911043,1.3405217
1.0192122,1.0700872,1.2050606,0.95932436,0.8916112,0.87822187,1.0683924,0.99999994,1.0875614,0.9640982,0.8806891,0.9437112,1.0735005
0.99999994,0.92487705,1.1899437,0.87769955,1.2948134,0.9795611,0.7787676,0.8251317,1.0001652,1.3780458,1.1200688,0.9184723,0.99999994
0.9183558,0.9227644,1.4576279,0.9546149,1.0292038,1.0292038,0.93600196,0.99999994,1.3762764,1.1608813,1.081407,0.9963967,0.7996397
0.9850554,1.0126613,0.99776316,1.0060034,0.99702245,1,1.0149653,1.0276039,0.9970092,0.9962577,1.0074822,1.0030037,0.80355775
0.963851,1.022443,0.9630067,1.0079193,0.9894935,0.995187,1.0642117,1.2924333,0.9533865,1,1.0192481,1,0.9894935
0.762182,1.3530668,1.1230735,1,0.9258098,0.9259374,0.9480723,1.2793852,1.0734059,1,0.92389995,0.8708247,1.1315018
1.2197708,1.085166,0.9871413,1,1.0623939,0.92268693,0.9918503,1,1.0633938,0.9190095,1,0.95311433,1.058459
1.0468185,0.9599537,1.0074106,1.1650441,1,1.0343202,0.9183096,0.94153273,1.0603724,1.0705465,0.99822396,0.9904132,0.953121
1.0462035,1,0.43185943,0.15592997,0.5685428,1.0577364,1.299606,1.0431746,0.3332914,0.36153984,0.81390357,1.4080043,1.0778263
1.2651181,1.0359308,0.9820941,1.0179261,0.9775642,0.98648614,1.0112283,1.0447997,0.9707198,0.9707198,1.0225143,1,0.9820059
1.0626991,0.96797264,0.9599853,0.9850848,1.2408507,1.5333797,1.1449611,0.7397902,0.93894416,1,1.3995521,1.2594647,0.88444453
0.97455263,1.0487167,0.9940787,1.0215389,0.9941072,1,1.0195546,1.062469,0.9823146,0.9882624,1.0273092,1.0058358,0.9961513
0.86896044,0.7177989,0.71164954,1.0840125,0.9688144,0.9156448,1,0.9572186,1.0364441,1.2215165,1.5790371,1.539791,1.8126899
0.87064594,1.1129028,0.82379764,1.0417646,0.92579544,1.0837132,1.0906806,1.3415314,0.91702765,0.9150049,1.1299611,1,0.9244779
0.9815144,1.0126587,1.0263741,0.8992116,1.0380677,0.9729572,1.1218091,1,1,1,0.96996206,1.0402573,0.97961056
1.0686344,0.9684039,1.074183,0.89186704,0.8171114,1.0862621,1.1049099,1.0546758,1.1993607,0.9085492,0.9530288,1,0.9066937
1.0609773,1.0098636,0.9901244,1.0472518,0.9665804,0.9940276,1,1.0255431,0.9724985,1,1.0156989,1.0079265,1
1.2246892,1.3525857,1.0166107,0.9502659,0.7070456,1,1.1382306,1.1753438,0.95545006,0.9782502,0.7450172,0.941413,1.3001739
1.0640272,0.9559547,1.1518964,0.8772436,1.2167038,1.1156449,0.9588207,0.92271674,0.94190395,1,1,1.3123286,0.9983518
1.2629437,0.8256738,0.9959065,0.96736676,1.4016055,1.2914808,0.99999994,0.8256738,1.2945577,0.99384487,1.0010325,1.0020092,0.98161614
0.9099912,1.0607511,0.99065936,1.0228187,0.9970705,1,1.0070119,1.2201666,0.9655102,0.9906711,1.2925057,1.0502325,0.99824953
0.9085917,0.8365515,0.7036967,0.99999994,1.1504014,1.0837867,0.9173987,0.67682976,0.76780474,1.4856726,1.3059424,1.3622209,1.1756166
0.9994528,1.0457741,0.8886891,1,1.0806313,1.0009972,0.9631998,0.81136566,0.8490414,1.0213323,1.0016421,0.8852074,1.1949944
0.9446533,0.79694754,0.7857374,1.4342805,1.0253624,1.0253624,0.76593137,0.76173353,1,1.3745618,1.0582253,1.132971,0.7719844
2.8741868,0.52400756,0.75989693,0.65691024,0.60001266,1.1461096,1.5405847,1.432135,2.005077,0.99492353,0.66787225,1,1.6287961
1.1685647,0.8966174,0.58123255,0.79142666,1,1.0204962,1.140077,0.8932715,0.75148433,0.7789287,1.0914171,1.0211856,1.1861603
0.9891869,1.0021517,0.99730897,0.9935347,0.99516517,1.0318689,0.9983661,1.0118747,1.079399,1.0399859,1.007529,1,0.9757166
1,1.4392164,1.2575912,1.3411433,0.68888193,0.50369513,1.1654252,1.0757947,0.933975,0.8711655,0.96283156,0.5013736,1.3333261
0.9556317,1.044018,0.9803556,1.0246662,0.99696684,1,1.0246662,1.0524098,0.9777009,0.98586607,1.0579574,1.0162681,0.99151963
0.88081074,1.0868528,0.9377911,0.99525064,0.7850082,1.0009366,1.0174644,1.3364874,0.99855006,0.9677034,1.5813345,1.1546993,1
0.9410719,1.4673325,0.9999977,0.9367261,0.9987113,1.001254,1.0722566,1.2140481,0.93978864,0.988004,1.0804179,1.0373917,1
0.98494834,1.2000629,0.9974804,1.0125407,0.9962289,1,1.0326165,4.2446694,0.88009423,0.98054385,1.046418,1.0269493,0.996854
0.89533794,0.91950077,1.2442638,0.9278448,1.0446053,1,0.9690215,0.97011167,1.0752227,1.1399525,1.0645146,1.013302,0.8020944
0.9828046,1.0499144,0.8873471,1.03447,0.9836438,0.98534805,1.1059353,1.0679675,0.97938246,0.981947,1.2100477,1.0155394,1
0.846424,1.413695,0.8938147,1.268388,0.9218971,0.93152577,1.0412484,1.4438723,0.9582719,0.93150264,1.2266698,1.0261432,1
1.3631337,0.6559118,0.3309854,1,1.2026191,1.2589476,0.85568684,0.6444896,0.73408586,0.92375,1.226967,1.3767046,1.0599422
1.0034168,1.0626624,1.0018536,1,0.96052694,1,0.8484724,1.0521204,1.0271078,1.0222945,0.99256897,0.9969016,0.9868593
0.9916828,1.0025591,0.9936274,1,1.1837244,1,1.0006477,1.0009612,1,0.9920073,1.0015956,1,0.99362874
0.6956835,1.160737,0.98664576,1.1179618,0.9526512,1.1261724,1.1146516,1.4826081,0.7339473,0.95431834,1.483759,1,0.86595315
1.0730951,1.3359507,0.99999994,1.0093517,0.8002511,0.87646216,1.0601374,1.0685018,0.99999994,0.9645367,0.9707454,0.80126,1.3597217
0.95253694,1,1.2098198,1.0449932,1.0467399,0.9310779,0.9149306,1.1884849,1.1500559,1.0444365,0.89309347,0.8530138,0.9478264
0.97034335,1.2028891,0.8685264,1.0035219,0.9994565,1,1.2109091,1.2767285,0.97907275,0.99509054,1.2034851,1,0.99701136
1.2822223,1.5379113,1.3225163,1.0003353,0.9905277,0.9735625,1,0.7930135,0.96242887,1.0657243,1.0779296,0.9492088,0.40918335
0.92957014,1.0480758,0.9755384,1.0266129,0.9948745,1,1.0296148,1.2421387,0.9744544,0.9745978,1.0408823,1.0132673,0.9948745
0.91022784,1.0252118,0.9574795,1,0.98738617,1.0205643,1.014251,1.0362053,0.9763579,0.9794971,1.0472571,1.132608,0.98738587
1.0355154,1.0025047,0.9898141,1.0193545,1.04826,0.94814914,0.92768884,0.8433442,0.9942873,1.0918258,1,0.9402372,1.2572718
0.844509,1.0347035,1.2508738,1.000102,0.99887186,0.755622,1,0.99935025,1.1456237,1.0772753,0.8804283,0.9470187,1.040191
0.8755055,1.0499495,0.74682444,1.0253403,0.9452744,0.9200928,1.0294749,1.137304,0.931814,0.9163767,1.1343893,1.0085953,0.99999994
1.0966945,0.98063165,1.0499998,1.0485725,1.0537314,1,1,0.8503714,0.9567341,0.9076989,0.90974087,0.9962382,1.0014033
0.9054568,1,0.93347704,1.04614,0.97069365,0.95261484,1.0673548,1.0416038,0.9415041,1.0054903,1.1034416,1.0122343,0.965011
0.7737025,0.98228043,1.8981456,1.1409669,1,0.8629519,0.9556237,1.4939287,1.9428327,1.1252527,1,0.99053544,0.95808125
0.9861012,1.3089074,2.1972787,1.0053693,0.70921683,0.9063647,0.6422639,1.0090286,2.8627844,1.0012472,0.9860859,1,0.8770432
0.98504347,1.0474291,0.9969315,1.0008537,0.99787176,1.245732,1.0098174,1.0237355,0.9484607,0.9939495,1,1.0028431,0.99988097
0.99973077,0.99924254,0.9999721,1.0024493,1.101227,1,1,0.9834575,1,1.0949394,1,1,1
1.0625373,1,0.83533794,1.0604922,1.1590407,1.0208428,0.99934417,1,1.1426612,0.99137664,1,0.9948771,1.0671375
0.96631795,1.0731515,0.9880702,1.0731848,0.9880702,0.966307,1.0474818,1.1778612,0.9208758,0.9781034,1.0473666,1,2.439025
0.7211959,1.0292023,0.9315679,0.99999994,0.859811,1.0420206,1.4332255,1.6071448,0.6397006,0.97947496,1.0545609,1.5416307,0.95692164
0.920242,1.0086441,1,0.9520811,0.9945126,0.9775953,1.0759392,0.9945126,1.0454355,0.91653115,1.0039543,1.1914564,1.0139922
1.0466329,0.9247537,1.0969703,0.9052112,1,0.9977273,1.0111512,0.8580316,1.0164124,0.994671,1.0275556,1.0134238,0.88554275
0.8170695,1.1948411,0.7810014,1.0845314,0.79621494,0.9419891,1.0365245,1.6556062,0.7563067,0.91612744,1.5619664,1.1523334,1
1.0461853,1.1546822,1.0881199,0.78688455,0.7516157,0.9074882,0.99999994,1.1673397,1.077332,0.59197235,0.7541018,0.9748337,1.1068642
0.9687194,1,0.97490597,1.0000709,0.9665067,0.98536193,1.0000709,1.0084177,0.9728364,0.9707171,1.0251398,1.1632378,2.1738389
0.93369466,1.1027286,0.95444655,1,0.9948565,1.0688375,1.0559064,1.0585879,0.9440415,0.98579156,1.0130907,1.0468751,0.99619377
1.0636768,1.4929638,1.2140191,1.2491121,1,0.9999197,0.752812,1.0892165,1.1038103,0.9999197,0.7798105,0.71110994,0.78820306
0.97763497,1.0323786,0.99751526,1.0099983,0.9974898,1,1.0099983,1.3433369,0.9974898,1,1.0112076,1.0049372,0.9838391
0.99871665,1.0015446,0.9987003,1.0005172,0.99897516,0.99999994,1.0015506,0.783726,0.99871475,0.99896854,1.0018076,0.99999994,1.5677809
2.7183275,1.0033828,0.9925691,1,1,0.99592507,1.0006791,1,0.9939077,0.99325395,1.0006931,0.9966058,0.9925691
1.7778876,1.7890513,0.9899694,1,0.9425609,0.6728872,1.0012419,1.0024892,1.8787601,0.9974838,0.99624234,0.96754074,2.036183
0.7319333,1.025907,0.9704441,1.0035696,1.0035696,0.9767343,1.0035696,1.0974114,0.96779794,0.93201673,1.4396185,1,0.9865459
1.5484025,1.0261308,0.9968908,1.0199739,1.238854,0.99999994,0.99999994,1.0138042,0.843357,2.5161803,0.8862978,0.99999994,0.87862456
0.96286,1.0424452,0.93317735,1,1.1363466,1.351529,1.0350175,1.0721053,0.92672384,0.8350676,1.0264391,1,0.9320607
1.0062753,1,1.0187407,1.0982711,0.8537076,0.7938751,0.94463265,0.93579036,1.0465424,1.0449561,0.9638963,0.92033976,1.1394283
0.97441703,1.0418217,0.9968768,1.0046715,0.99924964,1,1.0039077,1.0519122,0.9930235,0.9961559,1.1665064,1,1
0.944794,1.0387279,0.9926533,1.0267943,0.9955299,1,1.0417945,1.1162963,0.99106014,0.98669577,1.0461926,1.010543,0.9880195
0.9971934,0.9862963,0.98720175,1.0752078,1.0502703,1.0840034,0.9411618,0.9784286,0.9989779,1.0863024,1.0257516,1,1
1.187239,0.8430568,1.6228988,0.80020106,1.0762924,1.0519105,1.0297562,0.9993474,0.933592,1.0524215,1,0.990022,1
0.9845162,1.0477685,0.9977832,1.033279,0.9967044,1,1.0321696,1.0621299,0.99449384,0.987829,1.0055472,1.0055335,0.9988798
1.0078416,1.1253422,0.90784824,1.0038998,1,0.8754451,1.0224882,1.0112724,0.8113699,0.8893924,0.9306243,0.8969567,1.0810785
0.95237917,0.912568,0.9994181,1.0907688,1.0678155,1.0937073,0.99947536,0.84473103,0.99999994,1.0206519,1.1239431,1.2491685,0.8091492
0.9474112,1.0311093,0.99999994,1.0167611,0.99999994,0.99999994,0.99999994,1.1026369,1.002337,0.9855896,0.99999994,0.9832239,0.9856492
0.9957624,1.0042564,1.0000099,1.029248,0.99917305,0.99999994,0.9491201,1.0050849,0.99999994,0.964801,1.2379228,1.0004243,0.99615866
1,1.0841724,1.0029587,1.019325,0.9836551,1,1,0.9581488,0.9896132,1.0653418,0.9214899,1.156784,0.9815268
0.79309684,1,0.8331172,0.99994165,0.99994165,0.87840074,1.0541091,1.0000001,1.0045357,0.9912383,1.0855539,1.0676556,1.4984075
0.8761986,1.2294674,0.9597123,1.0892212,0.9946778,1,1.1709586,1.303915,0.9701082,0.97884923,1.2121692,1.1836197,0.9913498
0.6441925,1,1.1736991,1.0950092,0.79810804,0.99541664,0.8894473,1.2063041,1.2864113,1,0.9594886,1.012107,0.9653575
0.96753424,1.0051407,0.9915835,1.0017482,0.98787785,1,1.0581037,1.0460953,0.9744345,0.97617066,1.0307702,1.0665568,0.99828976
0.9918069,1.0003878,0.999766,0.99984235,0.9985174,1.0057559,1.0479349,1.0005447,1.1215495,0.9952351,1.0003097,1,0.9889198
0.9997234,1.0887885,0.8991705,1,1.0419074,1.1365645,1,0.9134209,0.79995817,0.97567993,1,1.0255727,1.4112002
0.95357394,1.0232562,0.99117965,0.99777365,0.9966951,1,1.0432317,1.0884808,0.98564726,0.9934061,1.0587308,1.0011127,1.0443169
1.4669074,0.8453561,1.0604576,1.3571382,1,0.9331866,0.761613,0.91712147,1.1619498,1.0577594,0.7705967,0.95756114,2.1166997
0.94494414,1.0122303,1,1.0048727,0.9963197,1,1.0513427,1.0122402,0.9963197,0.9743439,1.0036379,1.0561731,0.98534715
1.0663128,0.9889381,1.0205501,1.0958236,1.0688565,1.1360419,0.98222756,0.7546,0.96080476,0.9789589,1,1.0379014,0.93190604
0.9075538,1.0822238,0.94718933,1.0500889,0.9948699,0.99999994,1.0500889,1.1529632,0.99355793,0.9922624,1.1478807,1.0630674,0.983406
1.0064684,0.99999994,1.1583077,1.0922396,1.0177665,0.99855345,1.0015764,0.99999994,1.068803,0.9722584,0.9672948,0.9471597,0.85571694
0.898356,0.99416673,1.0275569,1,0.7307046,0.77328795,1.0512539,1.3464214,1.0160197,0.95440996,0.97714484,1.047166,1.0004897
0.9267498,0.9343013,1.045565,0.99149114,1,1.0754914,1.071773,1.0344887,1,0.97918105,1.1284323,0.8829949,1
1.3407093,0.8609333,1.1263585,2.130214,1.432782,1.0801246,0.72715646,0.71294975,0.6897568,1,1.0031506,0.7428177,0.8635572
0.96547186,1.0424509,0.99729156,1.0266405,0.9920661,1,1.0266405,1.0372317,0.9841043,0.99467385,1.0240576,1.0133142,0.9920196
1.3184234,1.0113858,0.74005234,1.0471978,1.070823,0.99999994,1.0248233,0.9762575,0.99071914,0.89418465,0.98724276,0.98849607,1.080084
0.82304066,0.6239865,1.1079732,1,1.1825373,0.97003996,0.8645792,0.56310594,1.1560694,1.1932852,1.0211313,1.1034006,0.6063104
0.9826685,1.142885,0.9887195,1.1040183,0.9973698,1,1.0182214,1.3042977,0.9852544,0.99481034,1.0121537,1.006969,0.9878883
0.91044986,1.1467103,0.98726445,1.0936755,0.99573666,1,1.0907589,1.1929361,0.97747266,0.97764516,1.1286852,1.033609,0.98726445
2.1090953,1.0097065,0.9739684,0.9315998,0.9934025,1,1.0504522,1,0.97876936,0.9852627,1.0683447,0.99673253,1.3093697
0.64127725,0.93830913,0.9982178,1,1.0127385,1.0651809,1.1350743,0.93398196,1,1.0285476,1.0193735,1.1151009,0.9981719
1.3272442,1.028908,0.9865867,1,0.995873,1,1.0196239,1.0392984,0.9628373,0.94640994,1.2497547,1.19611,0.9938736
1.0559334,0.8659394,1.0859158,1.021395,1.0063864,0.9803956,0.74058634,0.93684876,1.0462502,1.1757108,0.981848,1,0.5752658
0.90620375,1.1977389,0.9894575,1.062558,0.9967666,0.99999994,1.1028157,1.1694444,0.99136686,0.9830413,1.0830895,1.0571527,0.99170715
0.94929236,1.1033639,0.7306294,1.0014646,0.95368284,1,1.0464901,1.1483824,0.98379993,0.9922861,1.0844227,1.0063568,0.94864815
0.93266606,1.2424943,0.8482145,1.0208281,0.99941504,0.99999994,1.08153,1.1697112,0.99454325,0.9957544,1.1163543,1.0501791,0.9969512
0.98861843,0.9204649,1.1982108,1.0860848,1.1240997,1.0302743,0.9775023,0.97959054,1.1010047,0.9300416,1,1.0056043,0.96396226
1.2217835,1.004167,0.98569465,0.81734234,0.99792695,1.004167,1.0246477,0.8092202,0.99594396,0.99596953,1.0328585,1.44567,0.99999994
0.9070805,0.7622309,1,0.90709496,1.0000225,1.0000689,1.0563694,0.9937882,0.9999768,1.0000689,1.115578,1.1752323,1
3.555512,1.0423845,0.928845,1.0999858,1.4582301,0.99999994,1.0123166,1.0300269,0.86321366,0.9931711,0.9931279,0.9493462,0.91251284
0.84936714,1.0233591,1.038411,1.2121928,1,0.98790336,0.94248694,1.1906606,0.91418546,0.930241,1.2323161,1,0.9559463
0.93367296,1.1098679,1.0035666,1.1281846,0.99924666,0.9269905,1.1059828,1.1238734,0.99999994,0.95330274,0.87927836,0.9894894,1.0606077
0.77176046,1.047834,0.40907896,0.6248251,1,1.3247421,1.2988715,0.96938384,0.65675193,0.97407806,1.4011631,1.0372899,1.3432144
0.8033719,1.2491148,0.9119343,1.0122856,0.960592,0.87023926,1.0145415,1.406361,0.88774806,1,2.4578803,1.0954589,0.9271579
0.82426697,0.77139324,1.5133572,1.0824921,1.0918093,0.9287834,0.99544966,0.97135854,1.2838523,1.0920974,1.0665909,1,0.8478565
1.0158936,0.87666786,1.0687815,0.98021495,0.99999994,1.0777748,1.1469998,0.9688093,0.9973007,1.0010751,1.041058,0.9832447,0.93126804
0.76002264,0.8932715,1.0003858,0.9655718,0.9582825,0.9845743,0.9075003,1,1.0377401,1.0975347,1.1330527,1.1096221,1
0.8090266,1.3003136,0.91072917,1.0874383,0.96269697,0.96634007,1.2158262,1.4067633,0.8960344,1,1.3206823,1.0947891,0.9456293
0.930513,1.0637782,0.9844563,1.0367526,0.99568474,1,1.031139,1.0919487,0.9546186,0.97747105,1.1232733,1.0127599,0.98716325
0.8530546,1.0696224,1.1890572,1.2793722,1.0566077,0.9400146,0.7031489,1,1.1571567,1.1230744,0.8574268,0.79141253,0.8088007
0.96624464,1.0024189,1.967633,1.0012145,1,1,1.0018038,1.0005955,1,1,0.8092353,1,1
1,0.9513764,0.72751456,0.92030454,1.1189216,1.0149075,1.3640589,0.99474174,0.88117474,1.2876974,0.9913021,1.0209243,1.1488949
