1.0309,-0.47167,-0.091255,0.12855,-0.83221,-0.47772,0.38907,-1.4457,0.42554,0.055922
-9.5485,-3.929,-6.1472,-7.0434,10.073,1.0464,1.7872,4.0798,0.98876,-2.7895
-0.28324,0.032158,-1.0746,2.059,-2.0394,-0.72904,0.16078,-1.3907,1.5291,-1.8217
-0.95471,0.47373,-1.4453,0.92654,0.60298,1.2281,0.2883,0.22299,2.2861,0.4673
1.3125,1.5058,0.18188,0.55768,-0.38875,0.54447,-0.85354,-1.0403,0.16287,-1.4721
-0.83944,-1.7215,0.57013,-0.067274,1.9996,0.64615,-0.35568,1.3049,1.0109,0.56002
0.083567,-0.50012,0.50477,5.6265,-1.9982,0.99902,-2.4797,-2.8597,-0.3308,0.72095
6.5019,-5.7149,-9.5495,-1.32,-7.834,-1.2065,-2.6565,-0.88025,7.7622,8.6659
0.91776,0.73319,-0.0013072,-0.45413,0.35044,1.4236,-0.20017,-2.6299,0.0077458,1.0105
-0.67407,0.47145,0.71067,1.6098,-0.11954,-0.30879,-0.037813,-2.2992,-0.84977,2.4142
-1.5496,-0.38143,3.4645,1.5104,1.9896,2.8195,2.8103,0.22332,-0.24088,-1.9498
-2.967,1.0145,-0.29911,-0.62333,-3.1251,-1.8823,-0.31396,0.52089,2.2168,-1.5895
4.8163,-2.1681,2.2552,3.016,2.7977,2.2161,1.6552,0.27216,1.1453,0.35323
0.61123,0.050417,-1.2839,0.85935,-0.89683,-0.39844,-0.15943,0.14992,-0.10135,-0.70132
-2.1468,-0.66146,4.1212,11.15,-1.9504,0.15303,-3.2214,-8.4718,-2.0846,-2.8969
-0.94241,1.4128,1.6862,2.5352,-0.95937,2.0364,-1.7165,0.13959,-0.85518,1.7383
-1.0627,0.036058,0.39186,1.2455,-0.1179,-2.3119,0.13056,-0.45303,1.1452,1.8297
0.43231,1.2125,2.4926,7.6125,-0.16906,-0.54107,-1.5456,-5.9544,-0.81767,-0.81678
0.12273,0.46774,-0.75332,-0.53364,-0.45227,0.54249,-0.30381,0.75091,-2.1853,1.3943
-0.7671,0.53964,-0.067812,0.84261,-0.03268,0.39361,1.4897,-0.95742,0.38982,1.3101
0.96065,-0.90894,0.9454,-0.73566,-0.2449,0.95325,0.28864,0.10719,-0.11961,0.65819
0.90543,0.0884,-1.9435,-6.3604,-1.2437,-0.35562,0.52897,5.8223,0.49022,1.5162
