0,1,0,1,0,1,0,1,0,1
5.6655e-16,-1,0.86603,-0.5,1,2.8328e-16,0.86603,0.5,0.5,0.86603
-1.1331e-15,1,-0.86603,-0.5,5.6655e-16,-1,0.86603,-0.5,0.86603,0.5
3.6739e-16,-1,-2.4493e-16,1,-1,-1.837e-16,1.2246e-16,-1,1,6.1232e-17
-2.2662e-15,1,0.86603,-0.5,-1.1331e-15,1,-0.86603,-0.5,0.86603,-0.5
2.3887e-15,-1,-0.86603,-0.5,1,1.1943e-15,-0.86603,0.5,0.5,-0.86603
-7.3479e-16,1,-4.8986e-16,1,3.6739e-16,-1,-2.4493e-16,1,1.2246e-16,-1
8.5725e-16,-1,0.86603,-0.5,-1,-4.2863e-16,0.86603,0.5,-0.5,-0.86603
-4.5324e-15,1,-0.86603,-0.5,-2.2662e-15,1,0.86603,-0.5,-0.86603,-0.5
1.1022e-15,-1,-7.3479e-16,1,1,5.5109e-16,3.6739e-16,-1,-1,-1.837e-16
-4.7774e-15,1,0.86603,-0.5,2.3887e-15,-1,-0.86603,-0.5,-0.86603,0.5
4.8998e-15,-1,-0.86603,-0.5,-1,-2.4499e-15,-0.86603,0.5,-0.5,0.86603
-1.4696e-15,1,-9.7972e-16,1,-7.3479e-16,1,-4.8986e-16,1,-2.4493e-16,1
5.1448e-15,-1,0.86603,-0.5,1,2.5724e-15,0.86603,0.5,0.5,0.86603
-1.7145e-15,1,-0.86603,-0.5,8.5725e-16,-1,0.86603,-0.5,0.86603,0.5
5.3897e-15,-1,2.3281e-15,1,-1,-2.6948e-15,-1.164e-15,-1,1,-5.8202e-16
-9.0649e-15,1,0.86603,-0.5,-4.5324e-15,1,-0.86603,-0.5,0.86603,-0.5
5.6346e-15,-1,-0.86603,-0.5,1,2.8173e-15,-0.86603,0.5,0.5,-0.86603
-2.2044e-15,1,-1.4696e-15,1,1.1022e-15,-1,-7.3479e-16,1,3.6739e-16,-1
5.8795e-15,-1,0.86603,-0.5,-1,-2.9398e-15,0.86603,0.5,-0.5,-0.86603
-9.5547e-15,1,-0.86603,-0.5,-4.7774e-15,1,0.86603,-0.5,-0.86603,-0.5
1.323e-14,-1,-1.7145e-15,1,1,6.6149e-15,8.5725e-16,-1,-1,-4.2863e-16
-9.7997e-15,1,0.86603,-0.5,4.8998e-15,-1,-0.86603,-0.5,-0.86603,0.5
6.3694e-15,-1,-0.86603,-0.5,-1,-3.1847e-15,-0.86603,0.5,-0.5,0.86603
